2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency=866(MHz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi,E Total. dB=-3.1415926536,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
156,-16.79809888,-18.31651648,-14.7382698,-11.50287605,-9.327829456,-7.895072202,-6.962112227,-6.382848192,-6.054531464,-5.88821546,-5.799255655,-5.691748457,-5.495495461,-5.204245195,-4.895045972,-4.687760611,-4.693472865,-4.999817157,-5.64423019,-6.602474366,-7.741524766,-8.788716153,-9.452815444,-9.777674551,-10.1767923,-11.13760006,-13.15877599,-16.74017966,-19.15172387,-14.54949517,-10.27460882,-7.406955627,-5.419696809,-3.94937248,-2.744746983,-1.652877388,-0.616044869,0.342368696,1.170865032,1.831214366,2.322416193,2.676454753,2.95183167,3.209426156,3.467772214,3.720100078,3.911477535,4.007236291,3.970346576,3.79650732,3.513053918,3.131773998,2.672429527,2.115823154,1.432019545,0.566248182,-0.536602596,-1.918543466,-3.597260928,-5.557061334,-7.754958822,-10.18950446,-13.0211357,-16.54573331,-19.30447012,-16.67010109,-12.87546428,-10.22906802,-8.579815003,-7.677149599,-7.314279057,-7.291540482,-7.386807129,-7.375668495,-7.128260045,-6.667837362,-6.135703047,-5.703479562,-5.50397998,-5.630126574,-6.129138247,-7.00660316,-8.206273505,-9.596718247,-10.962034,-12.03731817,-12.57102064,-12.43615098,-11.86091722,-11.29704365,-11.16189417,-11.70596802,-12.98400322,-14.43334308,-14.25453776,-12.15734359,-9.947472253,-8.350759069,-7.371825937,-6.887822528,-6.757118777,-6.852394451,-7.035753254,-7.14422875,-7.027838994,-6.649897547,-6.142694532,-5.719990198,-5.567724593,-5.804291552,-6.501129227,-7.697567733,-9.413903428,-11.63247799,-14.26267872,-17.07276045,-19.32867482,-18.90171303,-15.45485868,-11.58829554,-8.31137143,-5.676372828,-3.591482643,-1.950319291,-0.657293088,0.372760296,1.206580955,1.900001693,2.459904778,2.904196981,3.226850778,3.428710797,3.52396236,3.539114048,3.509282772,3.465926209,3.409731084,3.325803654,3.183660109,2.943796511,2.583375297,2.106704017,1.527274933,0.854133068,0.104855833,-0.753931511,-1.792185174,-3.110672947,-4.847412637,-7.185831283,-10.41939415,-15.04452764,-20.80994128,-19.7764701,-16.08143239,-13.86543098,-12.42779449,-11.1108061,-9.627316021,-8.062005661,-6.652108371,-5.556172545,-4.838950591,-4.5023058,-4.508626692,-4.787378452,-5.233185353,-5.701065665,-6.046157673,-6.170488981,-6.069543412,-5.831263498,-5.57138186,-5.409993256,-5.450468749,-5.790516435,-6.5332528,-7.802999201,-9.782900572,-12.75362052,-16.79809888
158,-16.7977623,-18.17604975,-14.63847287,-11.45666626,-9.314061974,-7.903091637,-6.987709246,-6.420050405,-6.0977653,-5.933039987,-5.839253242,-5.723873782,-5.517899708,-5.222560127,-4.912488554,-4.703200805,-4.708823765,-5.009062875,-5.645434714,-6.591803181,-7.717624166,-8.754552754,-9.420715962,-9.76419932,-10.17855616,-11.15887018,-13.1897503,-16.76953479,-19.06268352,-14.46746022,-10.22298946,-7.362360841,-5.380057029,-3.912060894,-2.714900501,-1.63309521,-0.606585546,0.345252117,1.171167101,1.831426197,2.323575569,2.678968691,2.955303577,3.198855299,3.4550834,3.699430616,3.890406758,3.987192136,3.953324768,3.788870398,3.502499247,3.121384267,2.661072994,2.104077494,1.414563324,0.550044647,-0.551953677,-1.932475309,-3.615766948,-5.589692433,-7.820875105,-10.29637007,-13.1439037,-16.59072814,-19.13143404,-16.6359538,-12.96430203,-10.33976963,-8.674745948,-7.738663092,-7.334724637,-7.274947968,-7.349354073,-7.342826992,-7.121516347,-6.693818006,-6.191358525,-5.772020242,-5.568995519,-5.673477488,-6.13947887,-6.973053069,-8.135397967,-9.509965303,-10.89705352,-12.01212359,-12.55997953,-12.42579635,-11.84952912,-11.29984956,-11.15891229,-11.67373347,-12.87959463,-14.26429036,-14.19997624,-12.25860559,-10.08986476,-8.473820595,-7.455064742,-6.921166629,-6.746066543,-6.803018475,-6.962441721,-7.068176579,-6.975777198,-6.637437409,-6.169003153,-5.764843827,-5.609697832,-5.825671458,-6.487892996,-7.644327266,-9.324332613,-11.53573621,-14.22455443,-17.18801258,-19.52680517,-18.83691661,-15.2817461,-11.48272761,-8.258383103,-5.654750763,-3.581344223,-1.942829419,-0.648825785,0.380846755,1.212384068,1.897366838,2.455496451,2.898876297,3.222576913,3.427151897,3.524642815,3.545980878,3.515215997,3.463309762,3.404693599,3.319368084,3.171780872,2.929952108,2.571295461,2.097632896,1.513222905,0.841087129,0.080879759,-0.785007504,-1.827486098,-3.148885856,-4.887185552,-7.228409822,-10.46812335,-15.12079342,-20.90321275,-19.7368191,-16.03749633,-13.84897075,-12.44000928,-11.1474339,-9.670813113,-8.099547998,-6.67659672,-5.567750157,-4.84087228,-4.497485885,-4.499523387,-4.775933136,-5.218106828,-5.682377786,-6.020341845,-6.132700425,-6.023760487,-5.782175371,-5.52593637,-5.373323889,-5.424187061,-5.775776275,-6.53183843,-7.815882706,-9.810301844,-12.79320417,-16.7977623
160,-16.79813151,-18.03492409,-14.53638936,-11.40792374,-9.300509436,-7.911127389,-7.011208922,-6.45716838,-6.140933235,-5.977818265,-5.879223058,-5.754199727,-5.542171471,-5.24273873,-4.929929522,-4.718556675,-4.722590268,-5.018176616,-5.646502224,-6.57947837,-7.693586473,-8.71792338,-9.390640546,-9.747367146,-10.18299726,-11.17988557,-13.22437036,-16.79070198,-18.97383244,-14.38597768,-10.16881313,-7.320781123,-5.339989204,-3.87619118,-2.684806062,-1.612079915,-0.596383096,0.348837435,1.170745186,1.83183241,2.325152617,2.682249466,2.952888673,3.195095685,3.442358808,3.678522058,3.868570299,3.966486434,3.936806635,3.776537969,3.492606566,3.111505061,2.650049204,2.085067726,1.396840022,0.532761179,-0.566917455,-1.94692499,-3.634353271,-5.625395769,-7.886507172,-10.40459265,-13.27276051,-16.63269804,-18.9675087,-16.60236662,-13.05147596,-10.45117701,-8.77055257,-7.800295349,-7.355174528,-7.258208576,-7.311584318,-7.307865751,-7.112111671,-6.721912974,-6.247193776,-5.840413888,-5.635054112,-5.718733932,-6.149833242,-6.941492051,-8.063969186,-9.420711921,-10.82672018,-11.98220151,-12.55365613,-12.41728833,-11.84355336,-11.30088904,-11.15993563,-11.64058629,-12.78000356,-14.10696302,-14.14503831,-12.35623078,-10.23158615,-8.597203605,-7.536733426,-6.956856485,-6.73498225,-6.753345426,-6.887705101,-6.988066162,-6.920869642,-6.625652494,-6.194731178,-5.810981541,-5.653894449,-5.847007972,-6.474599693,-7.58886012,-9.234972421,-11.43825113,-14.18732484,-17.30129278,-19.7299513,-18.76668061,-15.11686171,-11.37559108,-8.208162915,-5.633185486,-3.571515768,-1.935858479,-0.640982568,0.389161009,1.218292068,1.894649659,2.450825571,2.892753814,3.217673241,3.426561206,3.531267556,3.553432652,3.521633974,3.467111728,3.399447367,3.306551779,3.153997436,2.915271227,2.560115407,2.082650098,1.499739005,0.819990383,0.056029031,-0.817639596,-1.864646918,-3.188986705,-4.927896181,-7.269319633,-10.51861972,-15.19774139,-20.9939232,-19.69200321,-15.99241088,-13.83155776,-12.45176634,-11.18200953,-9.713724257,-8.137059823,-6.701615568,-5.580825456,-4.844210984,-4.492564909,-4.490315335,-4.762682481,-5.202948877,-5.663752657,-5.992902221,-6.095237385,-5.978622903,-5.733799564,-5.481168235,-5.335184548,-5.396824913,-5.761954953,-6.532711798,-7.828887823,-9.840212259,-12.83165379,-16.79813151
162,-16.79770565,-17.89257348,-14.43221922,-11.3567139,-9.282003261,-7.916944588,-7.034667824,-6.492282868,-6.18397039,-6.022462671,-5.919101964,-5.786347228,-5.566557208,-5.261425838,-4.947766665,-4.736419328,-4.735406618,-5.026477933,-5.645940582,-6.568313554,-7.667969759,-8.684590037,-9.359828327,-9.732889829,-10.19005215,-11.20388871,-13.25842337,-16.81658233,-18.88609487,-14.3096497,-10.11703051,-7.278576772,-5.300038151,-3.838901476,-2.654454989,-1.592050272,-0.585402634,0.351575048,1.170969009,1.83244309,2.327170272,2.680148079,2.951049901,3.191718816,3.429630768,3.662832945,3.845988893,3.944379157,3.921589151,3.765323634,3.483396493,3.102311844,2.639375631,2.073427797,1.378877793,0.515712626,-0.58233178,-1.961323786,-3.652879288,-5.658627293,-7.954710564,-10.51419662,-13.40374475,-16.67695721,-18.79748229,-16.55932821,-13.13681062,-10.56328609,-8.867464674,-7.861370142,-7.376658501,-7.242562189,-7.271869619,-7.270770374,-7.102352405,-6.746712147,-6.302393204,-5.911727723,-5.701014716,-5.765925893,-6.160640164,-6.909860616,-7.991970003,-9.329030722,-10.74801981,-11.94397222,-12.54982713,-12.41314023,-11.84307882,-11.30613995,-11.16114785,-11.61137527,-12.68508907,-13.96030522,-14.0898538,-12.45333749,-10.37522478,-8.720877271,-7.618679212,-6.990620326,-6.723676091,-6.70336669,-6.810973513,-6.91135964,-6.8652954,-6.613254772,-6.221271816,-5.858401044,-5.698071793,-5.868287149,-6.460591904,-7.535515467,-9.145849622,-11.33665033,-14.13760757,-17.41173687,-19.93650728,-18.69054967,-14.94942495,-11.26673858,-8.155855199,-5.6126106,-3.561554992,-1.927844327,-0.632777244,0.396824383,1.224339519,1.899235934,2.445911536,2.886205237,3.21215654,3.422071782,3.533838967,3.556013117,3.528564575,3.471097725,3.394021884,3.293414183,3.140953629,2.899773308,2.544156653,2.068122474,1.479043718,0.799163887,0.030327817,-0.849176619,-1.90182577,-3.22975639,-4.967307981,-7.31150763,-10.56783811,-15.27065642,-21.08142216,-19.64277454,-15.94600056,-13.81316798,-12.46315693,-11.2175541,-9.75827535,-8.174750553,-6.726565535,-5.593808606,-4.847444004,-4.489015079,-4.480591209,-4.750759015,-5.1877059,-5.643404955,-5.965639072,-6.058095168,-5.933179625,-5.68682903,-5.436124868,-5.298871804,-5.372916537,-5.749544145,-6.533562774,-7.846398654,-9.870023322,-12.87286812,-16.79770565
164,-16.79821677,-17.74987736,-14.32618401,-11.30627862,-9.263722301,-7.920619679,-7.056038201,-6.527299946,-6.226909307,-6.067039096,-5.95893128,-5.818533074,-5.591088619,-5.281957949,-4.963983435,-4.752137679,-4.749563803,-5.03463435,-5.644732074,-6.555491028,-7.64078244,-8.648771039,-9.328337314,-9.720775198,-10.19677307,-11.22753067,-13.29619218,-16.84053985,-18.79922731,-14.23381323,-10.0655274,-7.235751558,-5.259654842,-3.802399285,-2.623830537,-1.570726876,-0.574325027,0.355070938,1.17119787,1.832749869,2.32907481,2.685333969,2.949989945,3.182258996,3.410658273,3.640953615,3.827968622,3.925912664,3.906903385,3.754604031,3.474892186,3.093686432,2.622199632,2.054562882,1.368476301,0.498428846,-0.597823147,-1.976409211,-3.671457565,-5.694013428,-8.022581555,-10.62835858,-13.53281807,-16.71779964,-18.62941422,-16.51156489,-13.22010364,-10.6791777,-8.965370724,-7.923704663,-7.395160023,-7.223758235,-7.230231815,-7.232960094,-7.09215227,-6.773734816,-6.359494749,-5.983615205,-5.769752765,-5.811582813,-6.172853702,-6.876129647,-7.917172798,-9.235000198,-10.6672062,-11.90405148,-12.542543,-12.41645737,-11.84307108,-11.3105601,-11.15976872,-11.58109042,-12.59701401,-13.82147306,-14.03503983,-12.54235698,-10.51430626,-8.844429326,-7.703097066,-7.024417099,-6.710805134,-6.652174968,-6.736780479,-6.832572984,-6.811524111,-6.59991672,-6.248600094,-5.907089033,-5.741314585,-5.892066808,-6.448349593,-7.482149614,-9.056889894,-11.23788863,-14.08881353,-17.51846095,-20.14615274,-18.60953377,-14.784829,-11.1627007,-8.104790629,-5.589399204,-3.551872701,-1.919729722,-0.623931415,0.404945743,1.230547082,1.896442891,2.440527602,2.879248272,3.20604016,3.423879677,3.53693441,3.565316181,3.529968041,3.469029547,3.38844897,3.285309753,3.12699068,2.884901464,2.528744541,2.054383499,1.466769332,0.778821737,0.004734161,-0.882026907,-1.940862826,-3.269946998,-5.009111133,-7.354989881,-10.61886104,-15.34922857,-21.16560958,-19.58833422,-15.89850412,-13.78923589,-12.4701006,-11.25402497,-9.802747165,-8.212401359,-6.752043505,-5.60748945,-4.84996314,-4.484363951,-4.472268542,-4.738622462,-5.174021084,-5.624920031,-5.93862899,-6.021228292,-5.888415145,-5.638843434,-5.39179687,-5.263733448,-5.347956227,-5.739802784,-6.536970414,-7.86416648,-9.905244296,-12.92022225,-16.79821677
166,-16.79819853,-17.60650397,-14.21859721,-11.25363685,-9.243309497,-7.924419555,-7.077403433,-6.562255038,-6.269740289,-6.111499152,-5.998704054,-5.850738427,-5.615713093,-5.300975631,-4.982183519,-4.768293349,-4.762116519,-5.042647987,-5.644358926,-6.54252919,-7.613756264,-8.615042366,-9.298719639,-9.708081052,-10.20309007,-11.25090469,-13.32906245,-16.86284001,-18.71294635,-14.15379801,-10.01708153,-7.193903451,-5.221002787,-3.764479675,-2.591659281,-1.548073954,-0.562406502,0.358978177,1.171914129,1.83332736,2.330464373,2.684902609,2.949738731,3.173299337,3.398008418,3.618902639,3.80397599,3.90687313,3.888318209,3.739600361,3.467112784,3.085653571,2.612306516,2.043184548,1.350293768,0.481417547,-0.613749058,-1.990332838,-3.690057368,-5.729347399,-8.093063391,-10.74403226,-13.66818907,-16.7554846,-18.47106687,-16.4649416,-13.30535046,-10.79239003,-9.064300506,-7.986374869,-7.414668021,-7.204246064,-7.188279746,-7.194590618,-7.079252301,-6.797412098,-6.414985656,-6.055386786,-5.838427608,-5.859696074,-6.183253603,-6.844368911,-7.844198668,-9.136091323,-10.57834952,-11.85930046,-12.53475624,-12.42228309,-11.84894891,-11.31607996,-11.15959724,-11.55382743,-12.51330629,-13.69117315,-13.97667947,-12.62624416,-10.65446812,-8.970370832,-7.785433811,-7.060388637,-6.699910846,-6.603135318,-6.66185191,-6.754442653,-6.756025047,-6.585918316,-6.275273085,-5.954424702,-5.788557313,-5.91410413,-6.436028353,-7.428768523,-8.968199213,-11.13512433,-14.03173756,-17.62246341,-20.35910271,-18.52364011,-14.62289069,-11.05688711,-8.054905262,-5.568543709,-3.542442659,-1.913154999,-0.615667808,0.412456759,1.2369408,1.90087493,2.441560854,2.871904131,3.199341615,3.421460209,3.536094391,3.56942277,3.538024109,3.473491988,3.388941523,3.276976224,3.112128533,2.869256904,2.513890548,2.04145515,1.454915311,0.758699138,-0.020719963,-0.915983034,-1.979157628,-3.311483341,-5.051084526,-7.397561872,-10.67172376,-15.42387045,-21.24539221,-19.52859935,-15.84418308,-13.75978938,-12.47253664,-11.28608101,-9.846536049,-8.250245158,-6.779159636,-5.621867896,-4.853261459,-4.480088546,-4.461911399,-4.726161501,-5.158555915,-5.604714682,-5.911816635,-5.984674638,-5.84431472,-5.591618366,-5.349819642,-5.228267548,-5.325276326,-5.730168201,-6.542437116,-7.886461456,-9.943154532,-12.96689026,-16.79819853
168,-16.79853656,-17.46395477,-14.11330275,-11.19872595,-9.223297482,-7.926085248,-7.09878517,-6.59518118,-6.310592625,-6.153993346,-6.038398162,-5.88479895,-5.640481627,-5.321858952,-5.000361572,-4.783326604,-4.775162128,-5.049813737,-5.641353977,-6.527682449,-7.588319698,-8.579978082,-9.268378007,-9.694844716,-10.2119997,-11.27721485,-13.36560387,-16.88346378,-18.62774705,-14.08358565,-9.965108834,-7.151438147,-5.18028956,-3.727634311,-2.560442391,-1.526318378,-0.550577138,0.363693248,1.172687093,1.833653833,2.33279521,2.691766277,2.95014093,3.171243069,3.38545598,3.602236944,3.77929695,3.88219222,3.870712526,3.725466051,3.460334328,3.078236259,2.602861123,2.031986707,1.331933197,0.463371794,-0.629609501,-2.004906898,-3.707607166,-5.763671772,-8.160891383,-10.86124324,-13.80605635,-16.78989971,-18.31457523,-16.41397268,-13.38405431,-10.90925802,-9.164213659,-8.050315704,-7.435182891,-7.182793169,-7.145782919,-7.152477158,-7.064136868,-6.821223161,-6.47238697,-6.12843419,-5.90819571,-5.90752122,-6.195932476,-6.812521105,-7.770780419,-9.03777972,-10.4878512,-11.80967465,-12.53181118,-12.43558516,-11.86095918,-11.32522538,-11.15928802,-11.52821302,-12.43625228,-13.57286898,-13.91876823,-12.70485104,-10.78906957,-9.093300079,-7.867904504,-7.094419153,-6.686600603,-6.549949486,-6.584984726,-6.675890001,-6.700578102,-6.571270901,-6.301315764,-6.004080327,-5.83578086,-5.9394009,-6.423627036,-7.377312752,-8.879728037,-11.03519569,-13.97559607,-17.72141837,-20.575341,-18.43280927,-14.46356682,-10.95259221,-8.002878317,-5.547434572,-3.532852229,-1.905977297,-0.608246276,0.421139802,1.243544619,1.898116684,2.435850946,2.864194454,3.191659194,3.420514494,3.541222889,3.574440604,3.546678909,3.471978161,3.383187763,3.262279689,3.096753952,2.85428633,2.500018521,2.02936099,1.436362767,0.739127636,-0.047890829,-0.949172958,-2.018927825,-3.352418886,-5.092527627,-7.441444021,-10.72055249,-15.49915855,-21.32148676,-19.46625234,-15.78894567,-13.73396189,-12.4782595,-11.31899277,-9.891969124,-8.289849473,-6.806225012,-5.636154096,-4.858599661,-4.476674186,-4.452932217,-4.713721024,-5.143024474,-5.586376673,-5.885217556,-5.94847273,-5.799909749,-5.544592328,-5.306422734,-5.195600187,-5.304371966,-5.722821343,-6.548257531,-7.909031077,-9.98113985,-13.01636287,-16.79853656
170,-16.79771679,-17.32201529,-14.00719699,-11.14189312,-9.201090119,-7.927943541,-7.1180852,-6.628021845,-6.351290369,-6.198251062,-6.079930635,-5.91708783,-5.667177147,-5.3429245,-5.018528527,-4.799798952,-4.788696723,-5.056823083,-5.639177942,-6.514210293,-7.559599429,-8.543579916,-9.239989115,-9.683883956,-10.2204535,-11.3031751,-13.40590512,-16.90893643,-18.54416591,-14.00909376,-9.917218755,-7.109154267,-5.141288278,-3.689047316,-2.527694053,-1.503191347,-0.537600653,0.368885657,1.173551703,1.834829492,2.335231461,2.693078593,2.95122144,3.163175083,3.373040757,3.579397405,3.759331361,3.861648171,3.85369688,3.716995893,3.448331274,3.071462681,2.593808988,2.013588915,1.313416331,0.445637913,-0.64550318,-2.01941403,-3.726104158,-5.798525455,-8.230587519,-10.97999322,-13.94633299,-16.82595287,-18.15978139,-16.35944543,-13.46438448,-11.02652856,-9.265131208,-8.111488837,-7.452654871,-7.162922624,-7.101580472,-7.111213217,-7.049722139,-6.845456494,-6.529927768,-6.203837946,-5.97849661,-5.956067209,-6.208202631,-6.780673296,-7.694701508,-8.934904082,-10.38972034,-11.75524136,-12.52861323,-12.45146396,-11.87632956,-11.33534089,-11.16081332,-11.50143243,-12.36626344,-13.46091966,-13.86544019,-12.77761104,-10.92384326,-9.218156975,-7.952648069,-7.128448738,-6.673794942,-6.499439942,-6.51060335,-6.599044088,-6.645182595,-6.557173177,-6.327995639,-6.052322919,-5.88200932,-5.964619888,-6.412985942,-7.324311756,-8.791493698,-10.93146104,-13.91125491,-17.81632684,-20.79369309,-18.33882539,-14.31164931,-10.84962534,-7.9506728,-5.524842141,-3.523481755,-1.898677207,-0.600139829,0.428352321,1.242278373,1.902797943,2.430251339,2.856140504,3.188841892,3.415452291,3.547546083,3.580180137,3.549734101,3.477061272,3.377523906,3.25328223,3.086353028,2.838104395,2.487152946,2.0177916,1.425640621,0.72334309,-0.073929216,-0.983430774,-2.057915918,-3.395263089,-5.13640316,-7.484743554,-10.77126303,-15.57033724,-21.39328626,-19.39923668,-15.73279695,-13.70265223,-12.47947395,-11.34884881,-9.934905068,-8.331244523,-6.833831544,-5.650349478,-4.863198545,-4.473145788,-4.445335898,-4.702469878,-5.127370346,-5.566319455,-5.857017291,-5.910767487,-5.754918022,-5.497786042,-5.265377082,-5.162643775,-5.28364813,-5.715542081,-6.556290315,-7.93183922,-10.02469733,-13.06897529,-16.79771679
172,-16.79779457,-17.18045022,-13.8997021,-11.0832064,-9.176915587,-7.927702178,-7.13535425,-6.660798797,-6.393810163,-6.242410892,-6.119509189,-5.951260471,-5.692210978,-5.362447721,-5.03542816,-4.816161642,-4.799947648,-5.062957132,-5.637819942,-6.500355134,-7.531021284,-8.509230449,-9.210849245,-9.672301462,-10.22847421,-11.32871528,-13.44557253,-16.93271779,-18.46122914,-13.93975662,-9.868557501,-7.06822095,-5.101826914,-3.651498642,-2.495873759,-1.479781459,-0.524428208,0.373764993,1.174977492,1.835245417,2.337219653,2.695618464,2.946629076,3.155657116,3.360860393,3.562424638,3.733655756,3.840204845,3.837694801,3.704323894,3.436882149,3.059013847,2.578394803,1.995400473,1.294767387,0.428558578,-0.660916213,-2.034350382,-3.745558434,-5.833275245,-8.300543285,-11.10032782,-14.08912967,-16.85800757,-18.00667986,-16.30114099,-13.54195866,-11.14072709,-9.366880478,-8.173856405,-7.469156776,-7.140512776,-7.056820219,-7.067771759,-7.033017536,-6.867990892,-6.587607454,-6.277371549,-6.05110671,-6.00661865,-6.220491988,-6.748738006,-7.620521847,-8.832876373,-10.29045427,-11.69632841,-12.52728817,-12.47594428,-11.8958673,-11.34435748,-11.16128822,-11.4804184,-12.30238524,-13.35698663,-13.81025013,-12.84445382,-11.05193331,-9.339429106,-8.035078736,-7.162581964,-6.660993977,-6.448629297,-6.436788677,-6.520993918,-6.589850922,-6.542400618,-6.353951325,-6.101725018,-5.929731062,-5.989766373,-6.403375552,-7.27297503,-8.706082348,-10.83060158,-13.84359227,-17.90538143,-21.01403907,-18.24086633,-14.15726408,-10.74791833,-7.900871572,-5.504507236,-3.514304998,-1.891320257,-0.592570868,0.436883428,1.249376006,1.900180071,2.424298502,2.853633917,3.180935007,3.416313905,3.549430681,3.592671437,3.559692715,3.476239094,3.371845865,3.243881235,3.069675844,2.822641885,2.472633168,2.000474211,1.408276171,0.703806113,-0.100688647,-1.017713209,-2.098013434,-3.436927976,-5.178158053,-7.529052793,-10.82065595,-15.64739861,-21.46165724,-19.32889748,-15.67020173,-13.66597471,-12.4760117,-11.37880961,-9.979415214,-8.371010339,-6.861373009,-5.66765787,-4.867060677,-4.470465491,-4.435701642,-4.689204209,-5.111642247,-5.546313864,-5.830871004,-5.875247182,-5.711900614,-5.453388912,-5.224543056,-5.130836248,-5.263516052,-5.710557409,-6.566523089,-7.959436904,-10.06838311,-13.12098718,-16.79779457
174,-16.79812661,-17.04064992,-13.79143075,-11.02579904,-9.150693525,-7.925467007,-7.152686913,-6.691538282,-6.43238547,-6.284568466,-6.159068174,-5.983641142,-5.719198224,-5.383831633,-5.054310036,-4.831362463,-4.812291651,-5.068919041,-5.634797204,-6.484839864,-7.504012316,-8.473530331,-9.180940352,-9.660156062,-10.23904328,-11.35724015,-13.48030117,-16.95497411,-18.38062891,-13.86636284,-9.822898746,-7.027450702,-5.062462573,-3.613924615,-2.462509277,-1.456069095,-0.511041856,0.379537539,1.176551343,1.836555507,2.339790303,2.698771256,2.949342263,3.148660734,3.342600746,3.539463484,3.712801973,3.818245725,3.817509608,3.687505239,3.432253998,3.053616008,2.570336312,1.984892248,1.276342023,0.41047706,-0.677205704,-2.048267521,-3.763901017,-5.866918502,-8.369997417,-11.22226935,-14.23470388,-16.89226587,-17.85540453,-16.24428283,-13.61677031,-11.25844359,-9.466843007,-8.236544136,-7.485561015,-7.116713334,-7.010110474,-7.023635844,-7.01365141,-6.891613854,-6.646320883,-6.354021732,-6.122482895,-6.055597093,-6.233222863,-6.716788365,-7.545983279,-8.729250826,-10.18421161,-11.63279478,-12.52563525,-12.50342177,-11.91956129,-11.35705198,-11.16074436,-11.45817757,-12.23950818,-13.2642709,-13.74948921,-12.90469558,-11.17934323,-9.459536732,-8.117361782,-7.196710581,-6.647746769,-6.396155204,-6.361682014,-6.444349076,-6.53554605,-6.526967158,-6.380541334,-6.151960751,-5.979950019,-6.015664568,-6.393653046,-7.223818563,-8.618397087,-10.72613103,-13.77241585,-17.98901955,-21.2373175,-18.14054756,-14.00522133,-10.64754007,-7.850814277,-5.483880093,-3.504935382,-1.884872964,-0.58427753,0.444987797,1.256751587,1.905205476,2.425181277,2.845317008,3.177154345,3.413125985,3.552272701,3.594343407,3.564020568,3.482081424,3.366192119,3.228381773,3.052899448,2.806969411,2.457615543,1.983730519,1.39118336,0.683834781,-0.128150692,-1.051998212,-2.138785615,-3.479774119,-5.221655533,-7.572774197,-10.87200761,-15.72018131,-21.52491817,-19.25421491,-15.60707813,-13.62841648,-12.47182805,-11.40542138,-10.02139511,-8.412543782,-6.891190044,-5.682468757,-4.873828567,-4.467651165,-4.427425545,-4.676180009,-5.097443795,-5.526394129,-5.803150363,-5.838242688,-5.669054813,-5.40808515,-5.183909647,-5.100807079,-5.245626089,-5.707446743,-6.579092319,-7.98729622,-10.11514652,-13.17988424,-16.79812661
